,ipv4,countries_from_geoip2,provinces_from_geoip2,city_from_geoip2,latitude_from_geoip2,longitude_from_geoip2,status_from_ipapi,country_from_ipapi,countryCode_from_ipapi,region_from_ipapi,regionName_from_ipapi,city_from_ipapi,zip_from_ipapi,lat_from_ipapi,lon_from_ipapi,timezone_from_ipapi,isp_from_ipapi,org_from_ipapi,as_from_ipapi
813,101.251.219.243,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Beijing,,39.9042,116.40700000000001,Asia/Shanghai,China Unicom Beijing Province Network,"Beijing capitalonline data service co., LTD",AS4808 China Unicom Beijing Province Network
814,139.155.81.79,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
815,121.4.236.90,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
816,104.236.212.38,美国,新泽西州,克利夫頓,40.8364,-74.1403,success,United States,US,NJ,New Jersey,Clifton,07014,40.8364,-74.1403,America/New_York,"DigitalOcean, LLC","Digital Ocean, Inc.","AS14061 DigitalOcean, LLC"
817,157.245.189.95,美国,加利福尼亚州,圣克拉拉,37.3417,-121.9753,success,United States,US,CA,California,Santa Clara,95051,37.3417,-121.9753,America/Los_Angeles,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
818,212.64.66.208,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
819,113.128.31.20,中国,山东省,济南市,36.6621,117.0104,success,China,CN,SD,Shandong,Jinan,,36.6683,116.9972,Asia/Shanghai,Chinanet,Chinanet SD,AS4134 CHINANET-BACKBONE
820,189.203.45.199,墨西哥,墨西哥城市,墨西哥城,19.3692,-99.1616,success,Mexico,MX,CMX,Mexico City,Mexico City,06609,19.4354,-99.1427,America/Mexico_City,Total Play Telecomunicaciones SA De CV,Total Play Telecomunicaciones SA De CV,AS17072 TOTAL PLAY TELECOMUNICACIONES SA DE CV
821,148.70.161.115,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
822,121.4.154.134,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
823,185.251.44.79,香港,,,22.25,114.1667,success,Hong Kong,HK,KKC,Kowloon City,Tsimshatsui,96521,22.3014,114.176,Asia/Hong_Kong,ServiceID-ISER,Kwaifong Group Limited,AS133115 HK Kwaifong Group Limited
824,128.199.27.25,印度,卡纳塔克邦,Bengaluru,12.9719,77.5937,success,India,IN,KA,Karnataka,Bengaluru,560100,12.9634,77.5855,Asia/Kolkata,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
825,68.183.13.100,荷兰,North Holland,阿姆斯特丹,52.352,4.9392,success,Netherlands,NL,NH,North Holland,Amsterdam,1098,52.352,4.9392,Europe/Amsterdam,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
826,202.91.78.34,印度,National Capital Territory of Delhi,新德里,28.6327,77.2198,success,India,IN,WB,West Bengal,Siliguri,734010,26.7084,88.4318,Asia/Kolkata,Swift-Online,SwiftMail Communications Limited,AS9830 SWIFT ONLINE BORDER AS
827,84.210.101.110,挪威,Oslo County,奥斯陆,59.8457,10.7823,success,Norway,NO,03,Oslo County,Oslo,0987,59.955,10.859000000000002,Europe/Oslo,Telia Norge,Kristiansand Customers Cable,AS41164 Telia Norge AS
828,46.101.60.130,英国,英格兰,伦敦,51.5177,-0.6215,success,United Kingdom,GB,ENG,England,London,SL1,51.5368,-0.6718,Europe/London,"DigitalOcean, LLC",Digitalocean,"AS14061 DigitalOcean, LLC"
829,101.36.104.179,日本,Tokyo,东京,35.685,139.7514,success,Japan,JP,13,Tokyo,Tokyo,102-0082,35.6887,139.745,Asia/Tokyo,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED
830,139.59.242.22,新加坡,,,1.314,103.6839,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,DIGITALOCEAN,"DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
831,134.209.102.152,新加坡,,,1.314,103.6839,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
832,91.74.48.206,阿联酋,Dubai,迪拜,25.2633,55.3087,success,United Arab Emirates,AE,DU,Dubai,Dubai,,25.2633,55.3087,Asia/Dubai,Emirates Integrated Telecommunications Company PJSC,Emirates Integrated Telecommunications Company,AS15802 Emirates Integrated Telecommunications Company PJSC
833,81.69.29.222,中国,,,34.7725,113.7266,success,Netherlands,NL,NH,North Holland,Amsterdam,1015,52.3798,4.88814,Europe/Amsterdam,EuroNet Internet,Wanadoo Nederland BV,AS45090 Shenzhen Tencent Computer Systems Company Limited
834,117.81.4.6,中国,上海,上海,31.0449,121.4012,success,China,CN,JS,Jiangsu,Suzhou,,31.3093,120.602,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
835,27.128.161.18,中国,,,34.7725,113.7266,success,China,CN,LN,Liaoning,Heping,,40.824,124.1973,Asia/Shanghai,Chinanet,Chinanet HE,AS4134 CHINANET-BACKBONE
836,49.232.17.228,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
837,95.211.100.165,荷兰,,,52.3824,4.8995,success,Netherlands,NL,NH,North Holland,Heerhugowaard,1704,52.6763,4.8219,Europe/Amsterdam,LeaseWeb Netherlands B.V.,LeaseWeb,AS60781 LeaseWeb Netherlands B.V.
838,163.172.157.193,英国,,,51.4964,-0.1224,success,France,FR,IDF,Île-de-France,Vitry-sur-Seine,94400,48.792,2.39851,Europe/Paris,Online S.A.S.,ONLINE,AS12876 ONLINE S.A.S.
839,220.144.11.148,日本,Tokyo,Bunkyo-ku,35.7183,139.7612,success,Japan,JP,13,Tokyo,Katsushika,125-0051,35.7677,139.8587,Asia/Tokyo,BIGLOBE Inc.,NEC Corporation,AS2518 BIGLOBE Inc.
840,159.65.11.5,新加坡,,,1.314,103.6839,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
841,218.29.188.139,中国,河南,郑州市,34.6836,113.5325,success,China,CN,HA,Henan,luohe shi,,33.4408,113.60799999999999,Asia/Shanghai,CNC Group CHINA169 Henan Province Network,,AS4837 CHINA UNICOM China169 Backbone
842,46.142.3.14,德国,柏林,柏林,52.4737,13.3369,success,Germany,DE,BE,Land Berlin,Berlin,10717,52.4943,13.3263,Europe/Berlin,KielNET-Main,KielNET GmbH,AS8881 1&1 Versatel Deutschland GmbH
843,106.75.230.241,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Beijing,,39.9042,116.40700000000001,Asia/Shanghai,UCLOUD,Shanghai UCloud Information Technology Company Limited,AS17621 China Unicom Shanghai network
844,192.144.230.43,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
845,129.226.138.179,香港,Central and Western District,Central,22.2795,114.146,success,Hong Kong,HK,HCW,Central and Western District,Central,96521,22.2908,114.1501,Asia/Hong_Kong,Tencent Cloud Computing (Beijing) Co,,"AS132203 Tencent Building, Kejizhongyi Avenue"
846,51.91.102.99,法国,,,48.8582,2.3387,success,France,FR,GES,Grand Est,Strasbourg,67000,48.5734,7.752110000000001,Europe/Paris,OVH SAS,OVH,AS16276 OVH SAS
847,45.119.82.251,越南,,,16.0,106.0,success,Vietnam,VN,SG,Ho Chi Minh,Ho Chi Minh City,,10.7902,106.711,Asia/Ho_Chi_Minh,Long Van System Solution,,AS131386 Long Van System Solution JSC
848,84.127.113.211,西班牙,Murcia,莫利纳德塞古拉,38.0546,-1.2076,success,Spain,ES,MC,Murcia,Molina de Segura,30500,38.0524,-1.2041,Europe/Madrid,Ono,PROVIDER Local Registry,"AS6739 VODAFONE ONO, S.A."
849,118.212.146.42,中国,湖北省,武汉,30.5856,114.2665,success,China,CN,JX,Jiangxi,Nanchang Shi,,28.6749,115.962,Asia/Shanghai,CNC Group CHINA169 Jiangxi Province Network,,AS4837 CHINA UNICOM China169 Backbone
850,128.199.141.33,新加坡,,,1.314,103.6839,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
851,106.75.249.21,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Beijing,,39.9042,116.40700000000001,Asia/Shanghai,UCLOUD,Shanghai UCloud Information Technology Company Limited,AS17621 China Unicom Shanghai network
852,37.193.125.103,俄罗斯联邦,Novosibirsk Oblast,新西伯利亚,55.0411,82.9344,success,Russia,RU,NVS,Novosibirsk Oblast,Novosibirsk,630099,54.9022,83.0335,Asia/Novosibirsk,Novotelecom Ltd.,Novotelecom ltd.,AS31200 Novotelecom Ltd
853,122.4.52.181,中国,山东省,济南市,36.6621,117.0104,success,China,CN,SD,Shandong,Jinan,,36.6683,116.9972,Asia/Shanghai,Chinanet,Chinanet SD,AS4134 CHINANET-BACKBONE
854,111.231.249.126,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
855,121.4.15.213,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
856,68.199.159.147,美国,新泽西州,爱迪生,40.5175,-74.3991,success,United States,US,NJ,New Jersey,Edison,08817,40.5175,-74.3991,America/New_York,Cablevision Systems Corp.,Optimum Online (Cablevision Systems),AS6128 Cablevision Systems Corp.
857,42.193.110.36,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
858,193.231.25.244,罗马尼亚,Iasi,雅西,47.1667,27.6,success,Romania,RO,CJ,Cluj,Cluj-Napoca,400032,46.7657,23.5943,Europe/Bucharest,Romanian Education Network,,AS2614 RoEduNet
859,129.211.189.231,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
860,174.107.111.159,美国,南卡罗来纳州,西哥伦比亚,34.0095,-81.0819,success,United States,US,SC,South Carolina,West Columbia,29169,34.0095,-81.0819,America/New_York,Charter Communications,Spectrum,AS11426 Charter Communications Inc
861,206.189.233.23,美国,新泽西州,North Bergen,40.793,-74.0247,success,United States,US,NJ,New Jersey,North Bergen,07047,40.793,-74.0247,America/New_York,DigitalOcean,EWR Internal Network,"AS14061 DigitalOcean, LLC"
862,115.159.90.137,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
863,167.71.153.244,美国,加利福尼亚州,圣克拉拉,37.3417,-121.9753,success,United States,US,CA,California,Santa Clara,95051,37.3417,-121.9753,America/Los_Angeles,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
864,223.241.247.214,中国,江苏省,南京,32.0617,118.7778,success,China,CN,AH,Anhui,Rongcheng,,30.6007,117.925,Asia/Shanghai,Chinanet,Chinanet AH,AS4134 CHINANET-BACKBONE
865,212.33.250.241,俄罗斯联邦,,,55.7386,37.6068,success,Russia,RU,PER,Perm Krai,Perm,614025,58.0041,56.2397,Asia/Yekaterinburg,"JSC ""ER-Telecom Holding""","JSC ""ER-Telecom Holding""",AS12768 JSC ER-Telecom Holding
866,129.204.177.7,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
867,210.12.168.79,中国,北京市,北京,39.9288,116.3889,success,China,CN,BJ,Beijing,Beijing,,39.9285,116.385,Asia/Shanghai,China Unicom Beijing Province Network,,AS4808 China Unicom Beijing Province Network
868,103.112.180.66,日本,,,35.69,139.69,success,Japan,JP,11,Saitama,Soka Shi,289-2614,35.8101,139.811,Asia/Tokyo,OPTAGE Inc.,Labo,AS17511 OPTAGE Inc.
869,124.78.173.51,中国,上海,上海,31.0449,121.4012,success,China,CN,SH,Shanghai,Shanghai,,31.0442,121.4054,Asia/Shanghai,China Telecom,,AS4812 China Telecom (Group)
870,106.55.172.227,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
871,51.75.73.21,法国,,,48.8582,2.3387,success,Germany,DE,HE,Hesse,Limburg an der Lahn,65550,50.3986,8.07958,Europe/Berlin,OVH SAS,OVH GmbH,AS16276 OVH SAS
872,118.24.118.97,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
873,113.215.181.81,中国,,,34.7725,113.7266,success,China,CN,ZJ,Zhejiang,Hangzhou,,30.2994,120.1612,Asia/Shanghai,Huashu media&Network Limited,Huashu media&Network Limited,AS24139 Huashu media&Network Limited
874,221.231.135.2,中国,,,34.7725,113.7266,success,China,CN,JS,Jiangsu,Qinnan,,33.1402,119.789,Asia/Shanghai,China Telecom,Chinanet JS,"AS137702 Nanjing, Jiangsu Province, P.R.China."
875,45.112.242.36,印度,西孟加拉邦,加尔各答,22.5626,88.363,success,India,IN,WB,West Bengal,Kolkata,700006,22.518,88.3832,Asia/Kolkata,Om Telecom,NIXI,AS23860 Alliance Broadband Services Pvt. Ltd.
876,171.97.238.29,泰国,Chiang Mai,清迈,18.7904,98.9847,success,Thailand,TH,50,Chiang Mai,Chiang Mai,50000,18.7903,99.0029,Asia/Bangkok,True Internet Corporation CO. Ltd.,Truenet Hisp,AS17552 True Online
877,207.195.47.57,加拿大,Saskatchewan,Estevan,49.1334,-102.9842,success,Canada,CA,SK,Saskatchewan,Estevan,S4A,49.1299,-102.9772,America/Regina,Saskatchewan Telecommunications,SaskTel Wide Area Network Engineering Center,AS803 Saskatchewan Telecommunications
878,159.65.15.143,新加坡,,,1.314,103.6839,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
879,139.59.227.157,新加坡,,,1.314,103.6839,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,DIGITALOCEAN,"DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
880,188.166.215.39,新加坡,,,1.314,103.6839,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,"DigitalOcean, LLC",Digitalocean,"AS14061 DigitalOcean, LLC"
881,27.69.255.36,越南,Hanoi,Hanoi,21.0313,105.8516,success,Vietnam,VN,DN,Da Nang,Da Nang,,16.0685,108.2215,Asia/Ho_Chi_Minh,Viettel Group,VIETTEL,AS7552 Viettel Group
882,46.151.212.38,沙特阿拉伯,Riyadh Region,利雅德,24.6537,46.7152,success,Saudi Arabia,SA,01,Riyadh Region,Riyadh,09848,24.6569,46.7179,Asia/Riyadh,Nashir Net,National Computer Systems Co Ltd,AS51975 CloudLayers for Information Technology Co. LTD
883,62.234.58.195,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
884,139.59.248.243,新加坡,,,1.314,103.6839,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,DIGITALOCEAN,"DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
885,139.59.180.40,英国,英格兰,伦敦,51.5177,-0.6215,success,United Kingdom,GB,ENG,England,London,SL1,51.5368,-0.6718,Europe/London,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
886,106.75.246.176,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Beijing,,39.9042,116.40700000000001,Asia/Shanghai,UCLOUD,Shanghai UCloud Information Technology Company Limited,AS17621 China Unicom Shanghai network
887,27.71.227.142,越南,,,16.0,106.0,success,Vietnam,VN,HN,Hanoi,Hanoi,,21.0278,105.834,Asia/Bangkok,VIETTEL,Viettel Group,AS38731 Vietel - CHT Compamy Ltd
888,61.75.4.225,韩国,京畿道,Bucheon-si,37.4989,126.7831,success,South Korea,KR,41,Gyeonggi-do,Kwangmyong,14304,37.4461,126.8652,Asia/Seoul,Korea Telecom,KORNET,AS4766 Korea Telecom
889,209.141.49.16,美国,内华达州,拉斯维加斯,36.1685,-115.1164,success,United States,US,NV,Nevada,Las Vegas,89101,36.1697,-115.1236,America/Los_Angeles,FranTech Solutions,FranTech Solutions,AS53667 FranTech Solutions
890,182.73.123.118,印度,泰米尔纳德邦,,13.0833,80.2833,success,India,IN,PB,Punjab,Ludhiana,141203,31.0048,75.9463,Asia/Kolkata,Bharti Airtel,Bharti Airtel Ltd,AS9498 BHARTI Airtel Ltd.
891,112.204.57.133,菲律宾,Province of Rizal,Cainta,14.58,121.1169,success,Philippines,PH,40,Calabarzon,Taytay,1920,14.5679,121.1291,Asia/Manila,Philippine Long Distance Telephone Co.,Philippine Long Distance Telephone Company,AS9299 Philippine Long Distance Telephone Company
892,115.68.232.221,韩国,,,37.5112,126.9741,success,South Korea,KR,11,Seoul,Seoul,08520,37.477,126.883,Asia/Seoul,SMILESERV,SMILESERV,AS38700 SMILESERV
893,211.36.141.156,韩国,首尔特别市,首尔特别市,37.5985,126.9783,success,South Korea,KR,11,Seoul,Seoul,02878,37.5949,126.9869,Asia/Seoul,LG DACOM Corporation,BORANET,AS17853 LGTELECOM
894,106.53.97.54,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
895,122.51.147.169,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Guangzhou,,23.0623,113.389,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,Guangzhou Haizhiguang communication technology Limited,AS45090 Shenzhen Tencent Computer Systems Company Limited
896,103.145.191.109,中国,,,34.7725,113.7266,success,Hong Kong,HK,HCW,Central and Western District,Hong Kong,,22.3964,114.109,Asia/Hong_Kong,SunnyVision Limited,"Nantong Haisheng Network Technology Co., Ltd",AS38478 SunnyVision Limited
897,42.98.201.171,香港,Central and Western District,Central,22.2795,114.146,success,Hong Kong,HK,KKC,Kowloon City,Kowloon,96521,22.3163,114.1842,Asia/Hong_Kong,PCCW IMS Limited,Hong Kong Telecommunications (HKT) Limited,AS4760 HKT Limited
898,143.110.239.119,美国,,,37.751,-97.822,success,United States,US,CA,California,Santa Clara,95054,37.3931,-121.962,America/Los_Angeles,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
899,223.197.19.4,香港,Central and Western District,Central,22.2795,114.146,success,Hong Kong,HK,HCW,Central and Western District,Central,96521,22.2908,114.1501,Asia/Hong_Kong,PCCW IMSBiz,PCCW Limited,AS4515 HKT Limited
900,165.22.99.216,新加坡,,,1.314,103.6839,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
901,116.98.170.225,越南,Quảng Ngãi Province,Chau Sa,15.1667,108.85,success,Vietnam,VN,27,Tinh Quang Nam,Tinh Quang Nam,,15.5843,107.9144,Asia/Ho_Chi_Minh,Viettel Corporation,Viettel Group,AS24086 Viettel Corporation
902,106.52.61.49,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
903,183.196.163.163,中国,北京市,北京,39.9288,116.3889,success,China,CN,HE,Hebei,Langfang,,39.538000000000004,116.684,Asia/Shanghai,China Mobile,China Mobile Communications Corporation,AS24547 Hebei Mobile Communication Company Limited
904,42.192.154.70,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
905,149.129.188.225,新加坡,,,1.3667,103.8,success,India,IN,TN,Tamil Nadu,Chennai,600001,12.8996,80.2209,Asia/Kolkata,Alibaba.com Singapore E-Commerce Private Limited,,"AS45102 Alibaba (US) Technology Co., Ltd."
